Date,Open,High,Low,Close,Volume,Daily_Return,Log_Return,High_Low_Range,Open_Close_Change,SMA_5,SMA_20,SMA_50,EMA_20,EMA_50,Price_SMA20_Ratio,Price_SMA50_Ratio,SMA20_SMA50_Ratio,Momentum_10,RSI_14,MACD,MACD_Signal,MACD_Histogram,Volatility_10,Volatility_20,ATR_14,Volume_Change,Volume_SMA_20,Relative_Volume,Return_Lag_1,Return_Lag_2,Return_Lag_3,Return_Lag_5,Volume_Lag_1,Target
2021-10-26,18154.5,18310.44921875,18099.30078125,18268.400390625,341400,0.0078894808897,0.0078585216635523,0.0115581240275616,0.0062739480913823,18190.680078125,17987.130078125,17484.6519921875,18013.67062738837,17601.01555942454,1.0156373090803446,1.0448249355370467,1.028738237750572,0.0179679084089963,64.64540503246441,217.77985490962965,233.0663319643392,-15.286477054709536,0.0065839815901878,0.0066158985207717,225.45368303571428,-0.1846190589921185,397205.0,0.8595057967548243,0.0005796333280105,-0.0034766680845673,-0.0048449082967022,-0.0031553077349963,418700.0,0
2021-10-27,18295.849609375,18342.05078125,18167.900390625,18210.94921875,335200,-0.0031448386638428,-0.0031497940609639,0.0095629496591915,-0.0046404180422152,18179.55,18010.24755859375,17518.288984375,18032.459064660903,17624.93452645691,1.0111437479969831,1.0395392629378817,1.028082569859279,0.012172110833426,70.11709132789744,207.5407636197997,227.9612182954313,-20.420454675631618,0.0067542848519231,0.0064843088193983,218.50376674107144,-0.0181605155243116,394065.0,0.8506210904292439,0.0078894808897,0.0005796333280105,-0.0034766680845673,-0.00826062521208,341400.0,0
2021-10-28,18187.650390625,18190.69921875,17799.44921875,17857.25,374200,-0.0194223384240636,-0.0196134303875884,0.0219098685407887,-0.018166194287268,18115.380078125,18017.54501953125,17544.17296875,18015.77248707415,17634.044937184088,0.9911033928674806,1.017845072082204,1.026981725022002,-0.0167660054785468,52.07314253619057,168.93822434862886,216.15661950607085,-47.21839515744196,0.0087754973867835,0.0079764097855782,231.33942522321428,0.1163484486873507,384665.0,0.9727945095082734,-0.0031448386638428,0.0078894808897,0.0005796333280105,-0.0048449082967022,335200.0,0
2021-10-29,17833.05078125,17915.849609375,17613.099609375,17671.650390625,336500,-0.0103935157639054,-0.0104479055444702,0.0171319595684516,-0.0090506325925286,18026.730078125,18020.22001953125,17565.313984375,17982.998954078994,17635.51966084844,0.9806567495553076,1.0060537720159508,1.0258979734470393,-0.036366035603362,43.40272774327719,121.9631808743652,197.3179317797297,-75.35475090536451,0.0081633034486643,0.0082497160486369,242.1429966517857,-0.1007482629609833,382560.0,0.8796005855290673,-0.0194223384240636,-0.0031448386638428,0.0078894808897,-0.0034766680845673,374200.0,1
2021-11-01,17783.150390625,17954.099609375,17697.099609375,17929.650390625,281200,0.0145996550575078,0.014494106171593,0.0143337987300845,0.0082381353574579,17987.580078125,18040.1,17592.53,17977.918138511945,17647.05419927105,0.993877550048226,1.019162700909136,1.0254409115687169,-0.0296259612589518,49.571422261801686,104.35067466661349,178.7244803571065,-74.37380569049301,0.0094281221546505,0.008749415426903,247.82868303571428,-0.1643387815750371,381330.0,0.737419033383159,-0.0103935157639054,-0.0194223384240636,-0.0031448386638428,0.0005796333280105,336500.0,0
2021-11-02,17970.900390625,18012.25,17847.599609375,17888.94921875,296400,-0.0022700482713416,-0.0022726287368459,0.0092040280628906,-0.0045602151307761,17911.68984375,18049.9849609375,17621.298984375,17969.444908058427,17656.540278466302,0.991078344799954,1.01518901839259,1.0243277170963745,-0.0287642093654564,47.28404624372719,86.11570395921444,160.2027250775281,-74.08702111831366,0.0094307007206715,0.0085744878022632,249.32505580357144,0.0540540540540539,381360.0,0.777218376337319,0.0145996550575078,-0.0103935157639054,-0.0194223384240636,0.0078894808897,281200.0,0
2021-11-03,17947.94921875,17988.75,17757.94921875,17829.19921875,331000,-0.0033400508475575,-0.0033456412690553,0.0129451008100957,-0.0066163548020262,17835.33984375,18050.3298828125,17647.953984375,17956.088175743338,17663.311217300958,0.9877492175767346,1.0102700423253297,1.0228001443563233,-0.0239453647629366,40.69086177297132,66.08128868749918,141.37843779952232,-75.29714911202313,0.0092452444715043,0.0084598309061048,251.1071428571429,0.1167341430499324,376560.0,0.879009985128532,-0.0022700482713416,0.0145996550575078,-0.0103935157639054,-0.0031448386638428,296400.0,1
2021-11-04,17935.05078125,17947.55078125,17900.599609375,17916.80078125,48500,0.0049133761659847,0.0049013449265533,0.0026205109075128,-0.0010175605423475,17847.25,18063.869921875,17673.7980078125,17952.346519124927,17673.251984514645,0.9918583813290804,1.0137493239048043,1.022070633255516,-0.0143743754154719,37.57331614566548,56.619905198975175,124.4267312794129,-67.80682608043773,0.0094720953872772,0.0081866646720473,246.06082589285717,-0.8534743202416919,359195.0,0.1350241512270493,-0.0033400508475575,-0.0022700482713416,0.0145996550575078,-0.0194223384240636,331000.0,1
2021-11-08,18040.19921875,18087.80078125,17836.099609375,18068.55078125,338900,0.0084697040421863,0.0084340373482947,0.0139303464302291,0.0015715770184252,17926.630078125,18077.77998046875,17702.476015625,17963.413591708268,17688.75389811211,0.9994894727544688,1.020679297365063,1.0212006481190816,-0.0025586455556215,38.05697422638027,60.6673123780638,111.67484749914308,-51.007535121079286,0.0099263723950107,0.008200532183113,249.4252232142857,5.9876288659793815,355145.0,0.9542581199228484,0.0049133761659847,-0.0033400508475575,-0.0022700482713416,-0.0103935157639054,48500.0,0
2021-11-09,18084.349609375,18112.599609375,17983.05078125,18044.25,270200,-0.0013449214352717,-0.0013458266538282,0.0071795074954625,-0.0022173653043188,17949.55,18085.23251953125,17730.6230078125,17971.11229725986,17702.69492171556,0.9977339235485642,1.0176884361056748,1.019999833709312,-0.0044771640281653,38.828919526086665,61.2084686451235,101.58157172833916,-40.37310308321567,0.0099270344907316,0.0081227567357389,242.48228236607144,-0.2027146650929477,352450.0,0.7666335650446872,0.0084697040421863,0.0049133761659847,-0.0033400508475575,0.0145996550575078,338900.0,0
